airline_sentiment,negativereason,sex,age
neutral,Well service is ok,male,9
negative,Customer Service Issue,female,4
negative,longlines,male,2
positive,Well service is ok,male,2
negative,Customer Service Issue,male,14
negative,Customer Service Issue,female,5
negative,Customer Service Issue,female,28
positive,Well service is ok,female,25
negative,Customer Service Issue,male,21
negative,Customer Service Issue,male,18
negative,Cancelled Flight,male,11
negative,Customer Service Issue,male,27
negative,Late Flight,male,12
neutral,Well service is ok,female,19
negative,Cancelled Flight,male,14
negative,Cancelled Flight,female,18
negative,Late Flight,male,26
negative,longlines,female,25
negative,Customer Service Issue,female,17
positive,Well service is ok,male,2
negative,Customer Service Issue,female,18
positive,Well service is ok,male,22
neutral,Well service is ok,female,25
negative,Flight Attendant Complaints,male,20
negative,Customer Service Issue,male,15
negative,Customer Service Issue,female,16
negative,Customer Service Issue,male,1
negative,Customer Service Issue,female,7
negative,Customer Service Issue,male,18
negative,Customer Service Issue,female,29
negative,Flight Attendant Complaints,male,21
negative,Customer Service Issue,male,16
negative,Cancelled Flight,female,13
negative,Customer Service Issue,female,28
negative,Can't Tell,female,14
negative,Customer Service Issue,female,23
negative,Customer Service Issue,female,25
negative,Lost Luggage,male,17
negative,Customer Service Issue,female,20
negative,Cancelled Flight,female,8
negative,Customer Service Issue,male,15
negative,Flight Attendant Complaints,female,17
negative,Flight Booking Problems,male,3
negative,Customer Service Issue,female,5
neutral,Well service is ok,male,20
negative,Bad Flight,female,26
neutral,Well service is ok,female,20
neutral,Well service is ok,male,16
neutral,Well service is ok,male,10
negative,Flight Booking Problems,female,23
negative,Customer Service Issue,male,28
negative,Cancelled Flight,male,1
negative,Late Flight,male,17
negative,Can't Tell,male,10
negative,Customer Service Issue,male,14
positive,Well service is ok,female,13
negative,Lost Luggage,female,9
negative,Cancelled Flight,male,6
negative,Can't Tell,male,10
negative,Can't Tell,male,28
negative,Customer Service Issue,female,13
negative,Customer Service Issue,female,4
negative,Bad Flight,female,25
negative,Customer Service Issue,male,21
negative,Lost Luggage,female,30
negative,Can't Tell,male,25
negative,Late Flight,male,22
negative,Cancelled Flight,female,21
negative,Bad Flight,female,20
negative,Late Flight,female,26
neutral,Well service is ok,male,3
negative,Flight Attendant Complaints,female,14
negative,Customer Service Issue,female,1
negative,Customer Service Issue,male,3
negative,longlines,male,29
neutral,Well service is ok,female,30
negative,Late Flight,male,27
negative,Customer Service Issue,male,4
negative,Cancelled Flight,male,22
negative,Cancelled Flight,male,20
positive,Well service is ok,male,17
neutral,Well service is ok,male,9
negative,Customer Service Issue,female,5
positive,Well service is ok,female,10
neutral,Well service is ok,male,27
negative,Cancelled Flight,female,10
negative,Customer Service Issue,male,19
negative,Customer Service Issue,male,1
positive,Well service is ok,female,14
negative,Customer Service Issue,female,4
negative,Late Flight,female,18
negative,Customer Service Issue,male,19
negative,Customer Service Issue,male,13
positive,Well service is ok,male,23
negative,Customer Service Issue,male,7
negative,Customer Service Issue,male,22
neutral,Well service is ok,male,8
neutral,Well service is ok,male,3
positive,Well service is ok,male,3
negative,Customer Service Issue,male,23
negative,Flight Booking Problems,male,17
negative,Customer Service Issue,male,8
negative,Customer Service Issue,male,17
negative,Can't Tell,female,5
negative,Customer Service Issue,male,17
neutral,Well service is ok,female,10
neutral,Well service is ok,male,2
negative,Cancelled Flight,female,1
negative,Cancelled Flight,female,25
negative,Customer Service Issue,male,12
negative,Customer Service Issue,male,29
negative,Customer Service Issue,female,5
negative,Cancelled Flight,male,19
negative,Customer Service Issue,male,27
neutral,Well service is ok,male,8
negative,Lost Luggage,female,27
neutral,Well service is ok,male,12
positive,Well service is ok,male,28
negative,longlines,male,18
negative,Flight Booking Problems,male,11
negative,Can't Tell,female,15
negative,Can't Tell,female,6
negative,Customer Service Issue,male,29
negative,Can't Tell,male,7
negative,longlines,female,8
negative,Customer Service Issue,female,13
neutral,Well service is ok,male,19
neutral,Well service is ok,female,26
negative,Can't Tell,female,28
negative,Customer Service Issue,female,2
negative,Late Flight,male,11
negative,Customer Service Issue,female,17
negative,Cancelled Flight,female,26
neutral,Well service is ok,female,1
negative,Customer Service Issue,female,16
negative,Can't Tell,female,18
negative,Can't Tell,female,2
negative,Customer Service Issue,female,26
negative,Customer Service Issue,male,1
negative,Flight Attendant Complaints,male,18
negative,Customer Service Issue,male,15
neutral,Well service is ok,male,9
negative,Late Flight,male,4
negative,Cancelled Flight,female,19
neutral,Well service is ok,female,24
positive,Well service is ok,female,14
neutral,Well service is ok,male,9
negative,Flight Booking Problems,male,2
negative,Cancelled Flight,female,8
negative,Customer Service Issue,male,2
neutral,Well service is ok,male,20
negative,Cancelled Flight,female,22
negative,Customer Service Issue,male,11
negative,Flight Attendant Complaints,female,28
negative,Customer Service Issue,male,10
negative,Can't Tell,female,18
negative,Customer Service Issue,female,18
negative,Customer Service Issue,male,9
negative,Late Flight,male,17
positive,Well service is ok,male,25
neutral,Well service is ok,male,23
negative,Customer Service Issue,male,3
positive,Well service is ok,female,3
positive,Well service is ok,male,2
neutral,Well service is ok,female,21
negative,Cancelled Flight,male,21
negative,Cancelled Flight,male,16
positive,Well service is ok,male,21
negative,Cancelled Flight,male,16
negative,Customer Service Issue,female,23
negative,Lost Luggage,male,12
negative,Customer Service Issue,female,22
neutral,Well service is ok,female,12
neutral,Well service is ok,female,17
neutral,Well service is ok,male,6
negative,Customer Service Issue,female,28
negative,Bad Flight,female,20
negative,Late Flight,male,29
negative,Customer Service Issue,female,27
negative,Flight Booking Problems,female,21
negative,Flight Booking Problems,female,4
negative,Cancelled Flight,male,21
negative,Customer Service Issue,female,5
neutral,Well service is ok,female,2
negative,Can't Tell,female,18
negative,Late Flight,male,28
negative,Lost Luggage,female,12
positive,Well service is ok,female,13
negative,Customer Service Issue,female,25
negative,Customer Service Issue,male,30
neutral,Well service is ok,female,6
negative,Customer Service Issue,male,24
negative,Customer Service Issue,female,6
negative,Customer Service Issue,female,12
negative,Customer Service Issue,female,27
negative,Customer Service Issue,male,27
neutral,Well service is ok,male,26
positive,Well service is ok,male,16
negative,Lost Luggage,female,14
negative,Customer Service Issue,male,6
positive,Well service is ok,female,22
negative,Customer Service Issue,male,24
neutral,Well service is ok,female,30
negative,Customer Service Issue,male,28
negative,Flight Attendant Complaints,female,16
negative,Customer Service Issue,female,23
negative,Cancelled Flight,female,4
negative,Cancelled Flight,male,23
negative,Cancelled Flight,male,4
positive,Well service is ok,male,27
negative,Customer Service Issue,female,9
negative,Cancelled Flight,male,8
negative,Customer Service Issue,male,12
negative,Flight Booking Problems,female,23
negative,Customer Service Issue,male,19
neutral,Well service is ok,male,5
negative,Customer Service Issue,female,26
positive,Well service is ok,male,4
negative,Customer Service Issue,male,23
negative,Customer Service Issue,male,19
negative,Cancelled Flight,female,22
positive,Well service is ok,female,4
negative,Customer Service Issue,male,4
neutral,Well service is ok,female,3
negative,Cancelled Flight,male,17
negative,Customer Service Issue,male,23
negative,Customer Service Issue,male,13
negative,Cancelled Flight,female,1
negative,Cancelled Flight,male,30
negative,Customer Service Issue,female,17
negative,Customer Service Issue,male,19
negative,Customer Service Issue,female,3
negative,Customer Service Issue,male,14
negative,Lost Luggage,male,26
negative,Lost Luggage,female,17
negative,Customer Service Issue,female,18
negative,Customer Service Issue,female,21
neutral,Well service is ok,male,24
positive,Well service is ok,female,10
negative,Customer Service Issue,male,14
negative,Customer Service Issue,male,13
negative,Bad Flight,male,26
neutral,Well service is ok,female,16
negative,Late Flight,male,4
negative,Customer Service Issue,male,14
negative,Cancelled Flight,female,24
negative,Lost Luggage,female,28
positive,Well service is ok,male,17
negative,Cancelled Flight,female,11
negative,Lost Luggage,male,27
negative,Customer Service Issue,male,25
negative,Customer Service Issue,female,8
negative,Cancelled Flight,female,12
negative,Damaged Luggage,male,6
negative,Customer Service Issue,male,26
negative,Can't Tell,male,19
negative,Customer Service Issue,male,17
negative,Lost Luggage,male,10
negative,Cancelled Flight,female,18
negative,Customer Service Issue,female,21
negative,Customer Service Issue,male,26
negative,Customer Service Issue,female,1
negative,Customer Service Issue,male,12
positive,Well service is ok,female,29
negative,Flight Attendant Complaints,female,16
negative,Customer Service Issue,female,3
negative,Customer Service Issue,male,27
negative,Lost Luggage,male,29
negative,Cancelled Flight,male,24
positive,Well service is ok,male,10
positive,Well service is ok,female,2
negative,Late Flight,male,3
negative,Customer Service Issue,female,7
neutral,Well service is ok,male,1
neutral,Well service is ok,female,4
negative,Customer Service Issue,male,7
negative,Customer Service Issue,male,1
positive,Well service is ok,male,28
neutral,Well service is ok,male,23
positive,Well service is ok,female,13
negative,Customer Service Issue,female,23
negative,Customer Service Issue,female,2
negative,Customer Service Issue,female,16
negative,Cancelled Flight,female,24
negative,Cancelled Flight,female,23
negative,Customer Service Issue,male,3
negative,Cancelled Flight,female,20
negative,Customer Service Issue,female,3
negative,Customer Service Issue,male,7
neutral,Well service is ok,female,22
negative,Lost Luggage,male,12
negative,Customer Service Issue,female,6
negative,Customer Service Issue,female,11
negative,Customer Service Issue,female,3
negative,Customer Service Issue,female,13
negative,Customer Service Issue,male,29
negative,Customer Service Issue,female,25
negative,Customer Service Issue,male,28
negative,Customer Service Issue,female,22
neutral,Well service is ok,male,4
positive,Well service is ok,female,17
negative,Customer Service Issue,male,8
negative,Flight Booking Problems,male,14
negative,Customer Service Issue,male,1
negative,Customer Service Issue,female,18
negative,longlines,female,26
negative,Customer Service Issue,male,28
negative,Customer Service Issue,male,17
neutral,Well service is ok,male,8
neutral,Well service is ok,male,25
negative,Customer Service Issue,female,21
negative,Damaged Luggage,female,7
negative,Customer Service Issue,female,26
negative,Lost Luggage,male,7
negative,Customer Service Issue,female,11
negative,Customer Service Issue,female,2
negative,Customer Service Issue,female,19
negative,Late Flight,female,26
negative,Customer Service Issue,male,15
negative,Customer Service Issue,male,5
negative,Can't Tell,female,3
negative,Lost Luggage,female,18
negative,Customer Service Issue,female,29
negative,Lost Luggage,female,9
negative,Customer Service Issue,female,7
negative,Customer Service Issue,female,20
negative,Lost Luggage,male,17
positive,Well service is ok,female,29
positive,Well service is ok,male,3
negative,Customer Service Issue,female,27
negative,Cancelled Flight,female,15
positive,Well service is ok,female,12
negative,Customer Service Issue,female,17
negative,Customer Service Issue,female,18
negative,Customer Service Issue,male,6
neutral,Well service is ok,male,23
negative,longlines,female,2
negative,Lost Luggage,male,3
negative,Flight Attendant Complaints,female,5
negative,Late Flight,male,25
neutral,Well service is ok,female,22
neutral,Well service is ok,male,26
negative,Customer Service Issue,male,29
negative,Customer Service Issue,male,26
negative,Cancelled Flight,male,9
negative,Cancelled Flight,female,23
negative,Customer Service Issue,female,28
positive,Well service is ok,male,18
negative,Customer Service Issue,male,29
negative,Customer Service Issue,female,7
neutral,Well service is ok,male,30
positive,Well service is ok,female,15
negative,Late Flight,female,4
negative,Cancelled Flight,female,5
neutral,Well service is ok,female,7
neutral,Well service is ok,male,2
negative,Customer Service Issue,female,10
negative,Cancelled Flight,male,26
neutral,Well service is ok,male,24
negative,Flight Booking Problems,male,26
negative,Can't Tell,female,16
negative,Customer Service Issue,male,7
negative,Cancelled Flight,female,25
negative,Late Flight,female,19
negative,Late Flight,male,10
negative,Late Flight,male,18
negative,Late Flight,female,22
negative,Lost Luggage,male,15
positive,Well service is ok,male,8
negative,Late Flight,female,12
negative,Customer Service Issue,male,6
negative,Customer Service Issue,male,20
negative,Can't Tell,male,30
positive,Well service is ok,male,30
positive,Well service is ok,male,2
negative,Customer Service Issue,female,12
negative,Customer Service Issue,female,14
negative,Late Flight,male,17
negative,Customer Service Issue,female,27
negative,Lost Luggage,male,14
negative,Customer Service Issue,female,27
negative,Customer Service Issue,female,20
negative,Customer Service Issue,female,16
negative,Lost Luggage,male,25
negative,Can't Tell,female,28
neutral,Well service is ok,female,12
negative,Customer Service Issue,female,15
negative,Cancelled Flight,male,29
neutral,Well service is ok,male,6
negative,Can't Tell,male,21
neutral,Well service is ok,male,9
neutral,Well service is ok,female,14
negative,Lost Luggage,female,7
neutral,Well service is ok,male,30
negative,Can't Tell,male,28
negative,Customer Service Issue,female,17
negative,Customer Service Issue,male,15
negative,Can't Tell,male,21
negative,Late Flight,female,21
negative,Lost Luggage,male,23
neutral,Well service is ok,male,24
neutral,Well service is ok,male,13
negative,Lost Luggage,female,9
negative,Customer Service Issue,female,21
negative,Can't Tell,male,5
negative,Customer Service Issue,female,24
negative,Can't Tell,male,3
negative,Can't Tell,female,2
negative,Lost Luggage,male,13
negative,Late Flight,male,30
negative,Cancelled Flight,female,29
negative,Lost Luggage,male,3
negative,Lost Luggage,male,11
negative,Lost Luggage,male,4
negative,Customer Service Issue,female,27
positive,Well service is ok,male,28
negative,Cancelled Flight,male,19
negative,Bad Flight,female,10
negative,Customer Service Issue,female,20
negative,Can't Tell,female,6
neutral,Well service is ok,male,23
neutral,Well service is ok,male,29
negative,Customer Service Issue,male,19
negative,Lost Luggage,female,28
negative,Can't Tell,male,21
negative,Late Flight,male,1
negative,Customer Service Issue,female,21
negative,Late Flight,male,1
negative,Cancelled Flight,male,5
negative,Lost Luggage,male,18
negative,Late Flight,female,8
negative,Customer Service Issue,female,23
negative,Customer Service Issue,female,16
negative,Lost Luggage,female,21
neutral,Well service is ok,male,22
negative,Customer Service Issue,male,7
negative,Cancelled Flight,female,30
negative,Late Flight,female,6
negative,Customer Service Issue,female,16
negative,Can't Tell,male,1
neutral,Well service is ok,male,7
negative,Lost Luggage,female,14
negative,Cancelled Flight,female,9
negative,Bad Flight,male,13
negative,Flight Booking Problems,female,28
negative,Customer Service Issue,female,19
neutral,Well service is ok,female,27
negative,Cancelled Flight,male,5
positive,Well service is ok,male,20
negative,Cancelled Flight,female,6
negative,Flight Booking Problems,male,3
negative,Cancelled Flight,female,10
negative,Customer Service Issue,male,30
negative,Customer Service Issue,female,25
negative,Flight Attendant Complaints,male,27
negative,Lost Luggage,female,6
negative,Customer Service Issue,female,1
neutral,Well service is ok,male,20
negative,Cancelled Flight,male,6
negative,Cancelled Flight,female,3
negative,Cancelled Flight,female,18
negative,Can't Tell,male,21
negative,Customer Service Issue,female,1
negative,Flight Booking Problems,female,15
negative,Customer Service Issue,female,14
negative,Flight Booking Problems,female,10
negative,Customer Service Issue,female,15
negative,Cancelled Flight,male,21
negative,Customer Service Issue,female,3
negative,Customer Service Issue,male,29
negative,Late Flight,male,28
negative,Customer Service Issue,female,17
negative,Customer Service Issue,female,12
negative,Customer Service Issue,female,8
negative,Bad Flight,female,2
negative,Customer Service Issue,female,24
negative,Lost Luggage,male,13
negative,Late Flight,female,25
neutral,Well service is ok,male,27
negative,Customer Service Issue,male,12
negative,Flight Attendant Complaints,female,17
negative,Late Flight,male,12
negative,Customer Service Issue,female,21
negative,Customer Service Issue,female,18
negative,Cancelled Flight,female,6
neutral,Well service is ok,female,3
negative,Lost Luggage,male,27
negative,Late Flight,male,12
negative,Late Flight,female,21
negative,Lost Luggage,female,25
negative,Cancelled Flight,female,13
negative,Cancelled Flight,male,2
negative,Lost Luggage,male,15
positive,Well service is ok,female,16
neutral,Well service is ok,female,26
negative,Lost Luggage,female,24
neutral,Well service is ok,male,23
negative,Customer Service Issue,male,13
negative,Customer Service Issue,male,12
neutral,Well service is ok,male,17
negative,Customer Service Issue,male,4
positive,Well service is ok,female,5
negative,Flight Booking Problems,male,8
positive,Well service is ok,male,22
negative,Customer Service Issue,female,2
positive,Well service is ok,female,21
negative,Late Flight,female,13
negative,Cancelled Flight,male,1
positive,Well service is ok,male,24
negative,Customer Service Issue,male,30
negative,Customer Service Issue,male,15
positive,Well service is ok,male,8
negative,Late Flight,male,10
neutral,Well service is ok,male,29
negative,Customer Service Issue,male,8
negative,Customer Service Issue,male,4
positive,Well service is ok,male,1
negative,Customer Service Issue,male,8
negative,Cancelled Flight,female,22
neutral,Well service is ok,female,25
negative,Flight Attendant Complaints,female,3
negative,Cancelled Flight,female,20
negative,Customer Service Issue,female,5
negative,Customer Service Issue,male,26
negative,Customer Service Issue,female,29
positive,Well service is ok,male,12
negative,Bad Flight,female,5
negative,Cancelled Flight,male,28
negative,Cancelled Flight,female,9
negative,Cancelled Flight,male,11
positive,Well service is ok,female,17
negative,Can't Tell,female,15
positive,Well service is ok,female,15
negative,Customer Service Issue,female,15
negative,Late Flight,male,8
negative,Customer Service Issue,male,21
neutral,Well service is ok,female,7
negative,Customer Service Issue,female,12
negative,Lost Luggage,female,20
negative,Lost Luggage,female,24
negative,Customer Service Issue,female,20
positive,Well service is ok,male,17
neutral,Well service is ok,female,28
negative,Customer Service Issue,female,27
neutral,Well service is ok,female,27
neutral,Well service is ok,female,7
positive,Well service is ok,male,17
negative,Can't Tell,female,9
negative,Customer Service Issue,female,4
negative,Bad Flight,male,28
negative,Customer Service Issue,female,30
negative,Customer Service Issue,male,24
negative,Flight Attendant Complaints,male,15
negative,Customer Service Issue,female,13
neutral,Well service is ok,female,26
negative,Cancelled Flight,male,21
negative,Customer Service Issue,female,10
negative,Customer Service Issue,male,29
negative,Can't Tell,male,13
negative,Can't Tell,female,13
positive,Well service is ok,male,17
positive,Well service is ok,female,8
negative,Flight Attendant Complaints,male,2
negative,Customer Service Issue,female,11
negative,Lost Luggage,female,13
positive,Well service is ok,female,5
neutral,Well service is ok,female,14
negative,Late Flight,male,2
neutral,Well service is ok,female,12
negative,Lost Luggage,male,24
negative,Flight Attendant Complaints,male,6
negative,Can't Tell,female,15
neutral,Well service is ok,male,4
neutral,Well service is ok,female,6
negative,Lost Luggage,male,30
positive,Well service is ok,female,6
neutral,Well service is ok,male,4
neutral,Well service is ok,male,14
positive,Well service is ok,female,27
neutral,Well service is ok,male,15
positive,Well service is ok,male,14
negative,Customer Service Issue,female,6
negative,Customer Service Issue,male,19
neutral,Well service is ok,female,28
negative,Late Flight,male,2
negative,Customer Service Issue,male,8
negative,Can't Tell,female,22
negative,Customer Service Issue,female,11
negative,Cancelled Flight,female,29
negative,Can't Tell,male,22
neutral,Well service is ok,female,25
negative,Customer Service Issue,female,3
negative,Can't Tell,male,2
negative,Late Flight,male,20
negative,Customer Service Issue,female,28
negative,Cancelled Flight,female,4
negative,Customer Service Issue,female,24
neutral,Well service is ok,male,24
negative,Flight Booking Problems,female,24
negative,Customer Service Issue,male,16
neutral,Well service is ok,female,15
negative,Customer Service Issue,female,14
positive,Well service is ok,female,9
negative,Late Flight,male,26
negative,Bad Flight,female,8
negative,Flight Attendant Complaints,male,13
negative,Customer Service Issue,male,27
neutral,Well service is ok,male,12
neutral,Well service is ok,female,4
negative,Customer Service Issue,female,13
negative,longlines,female,13
negative,Cancelled Flight,male,25
neutral,Well service is ok,male,8
negative,Customer Service Issue,male,17
negative,Customer Service Issue,male,19
negative,Can't Tell,female,4
negative,Customer Service Issue,male,23
negative,Customer Service Issue,male,20
negative,Cancelled Flight,male,30
negative,Lost Luggage,female,14
negative,Can't Tell,female,20
negative,Cancelled Flight,male,28
neutral,Well service is ok,male,28
negative,longlines,female,24
neutral,Well service is ok,female,6
negative,Customer Service Issue,male,19
negative,Customer Service Issue,female,22
negative,Customer Service Issue,female,9
negative,Bad Flight,female,25
negative,Can't Tell,male,16
positive,Well service is ok,male,7
positive,Well service is ok,female,4
positive,Well service is ok,male,12
negative,Customer Service Issue,male,2
negative,Can't Tell,female,2
negative,Customer Service Issue,male,3
negative,Customer Service Issue,male,27
negative,Customer Service Issue,male,16
negative,Cancelled Flight,male,8
negative,Customer Service Issue,male,1
negative,Customer Service Issue,male,26
negative,Flight Booking Problems,female,12
negative,Cancelled Flight,male,24
negative,Can't Tell,male,4
negative,Bad Flight,female,16
negative,Customer Service Issue,male,18
negative,Flight Attendant Complaints,female,16
neutral,Well service is ok,female,21
negative,longlines,male,11
negative,Flight Attendant Complaints,male,29
negative,Late Flight,male,18
negative,Flight Attendant Complaints,female,7
negative,Lost Luggage,male,29
neutral,Well service is ok,female,1
negative,Flight Booking Problems,male,12
positive,Well service is ok,male,11
negative,Can't Tell,female,12
positive,Well service is ok,male,1
negative,Flight Attendant Complaints,male,29
positive,Well service is ok,female,1
negative,Cancelled Flight,female,19
negative,Customer Service Issue,female,3
negative,Cancelled Flight,male,9
negative,Can't Tell,female,2
negative,Flight Booking Problems,female,12
neutral,Well service is ok,female,25
negative,Customer Service Issue,male,20
negative,Flight Attendant Complaints,female,7
negative,Lost Luggage,female,7
negative,Late Flight,male,27
negative,Can't Tell,male,9
negative,Flight Booking Problems,male,23
negative,Lost Luggage,male,16
negative,Late Flight,female,13
negative,Customer Service Issue,male,27
negative,Cancelled Flight,male,18
negative,Cancelled Flight,male,15
negative,Customer Service Issue,female,16
negative,Late Flight,male,18
negative,Customer Service Issue,female,7
negative,Late Flight,female,15
negative,Late Flight,female,1
negative,Customer Service Issue,female,20
negative,Late Flight,male,4
negative,Late Flight,female,26
negative,Bad Flight,female,24
negative,Cancelled Flight,female,3
negative,Customer Service Issue,male,21
negative,Customer Service Issue,male,16
negative,Can't Tell,female,6
negative,Flight Booking Problems,male,4
negative,Lost Luggage,male,8
negative,Can't Tell,male,29
negative,Bad Flight,female,22
negative,Cancelled Flight,female,19
negative,Cancelled Flight,female,30
negative,Late Flight,female,12
negative,Flight Booking Problems,female,16
negative,Customer Service Issue,male,16
negative,Customer Service Issue,male,17
negative,Late Flight,female,6
negative,Lost Luggage,female,1
negative,Late Flight,female,10
neutral,Well service is ok,male,24
negative,Customer Service Issue,male,21
negative,Flight Attendant Complaints,female,1
negative,Customer Service Issue,female,7
negative,Customer Service Issue,male,23
negative,Customer Service Issue,female,5
negative,Cancelled Flight,female,11
positive,Well service is ok,female,10
negative,Cancelled Flight,female,6
negative,Late Flight,female,13
negative,Customer Service Issue,female,23
negative,Late Flight,male,18
negative,Can't Tell,female,17
negative,Cancelled Flight,male,24
positive,Well service is ok,female,14
negative,Customer Service Issue,male,10
neutral,Well service is ok,male,21
negative,longlines,female,28
neutral,Well service is ok,male,8
negative,Late Flight,female,26
negative,Late Flight,male,17
negative,Customer Service Issue,female,15
negative,Customer Service Issue,female,26
neutral,Well service is ok,male,18
negative,Late Flight,male,4
negative,Cancelled Flight,male,5
negative,Customer Service Issue,female,13
negative,Cancelled Flight,female,26
neutral,Well service is ok,male,24
neutral,Well service is ok,female,6
negative,longlines,female,20
negative,Lost Luggage,female,4
negative,Customer Service Issue,male,15
negative,Flight Booking Problems,female,19
positive,Well service is ok,male,2
positive,Well service is ok,male,25
negative,Customer Service Issue,male,25
positive,Well service is ok,male,15
negative,Cancelled Flight,male,14
negative,Cancelled Flight,female,9
neutral,Well service is ok,female,15
negative,Customer Service Issue,male,9
neutral,Well service is ok,male,10
neutral,Well service is ok,female,4
negative,Cancelled Flight,male,9
positive,Well service is ok,female,14
negative,Lost Luggage,female,30
neutral,Well service is ok,male,2
negative,Lost Luggage,female,12
positive,Well service is ok,female,18
neutral,Well service is ok,male,5
negative,Customer Service Issue,male,15
negative,Late Flight,male,18
neutral,Well service is ok,male,7
neutral,Well service is ok,female,8
negative,Late Flight,male,11
negative,Lost Luggage,female,28
negative,Customer Service Issue,female,29
negative,Customer Service Issue,female,2
negative,Flight Booking Problems,female,4
neutral,Well service is ok,female,15
negative,Can't Tell,male,14
negative,Customer Service Issue,female,30
negative,Flight Attendant Complaints,female,26
negative,Flight Booking Problems,male,15
positive,Well service is ok,female,17
negative,Late Flight,female,28
negative,Customer Service Issue,male,23
negative,Customer Service Issue,female,9
neutral,Well service is ok,female,16
negative,Customer Service Issue,female,12
negative,Customer Service Issue,male,1
positive,Well service is ok,female,8
positive,Well service is ok,female,17
negative,Late Flight,female,27
negative,Customer Service Issue,male,15
negative,Customer Service Issue,male,4
negative,Flight Attendant Complaints,male,13
negative,Customer Service Issue,female,3
neutral,Well service is ok,female,17
negative,Customer Service Issue,female,28
negative,Bad Flight,male,1
neutral,Well service is ok,female,16
neutral,Well service is ok,female,16
negative,Late Flight,male,1
negative,Can't Tell,female,14
negative,Can't Tell,male,28
negative,Late Flight,female,13
negative,Damaged Luggage,female,3
neutral,Well service is ok,female,7
negative,Can't Tell,female,3
negative,Can't Tell,female,10
neutral,Well service is ok,female,23
neutral,Well service is ok,male,26
positive,Well service is ok,female,29
negative,Cancelled Flight,female,30
negative,Customer Service Issue,male,16
positive,Well service is ok,male,9
negative,Bad Flight,female,27
negative,Customer Service Issue,female,10
negative,Flight Booking Problems,female,26
negative,Customer Service Issue,female,11
negative,Lost Luggage,male,13
negative,Can't Tell,female,8
neutral,Well service is ok,female,4
negative,Late Flight,male,7
negative,Lost Luggage,female,26
neutral,Well service is ok,male,10
negative,Can't Tell,male,20
negative,Cancelled Flight,male,20
negative,longlines,male,15
negative,Flight Booking Problems,female,27
negative,longlines,female,19
negative,Bad Flight,female,25
negative,Lost Luggage,male,8
negative,Customer Service Issue,male,19
negative,Flight Booking Problems,female,4
negative,Cancelled Flight,male,9
negative,Late Flight,female,5
neutral,Well service is ok,female,7
negative,Cancelled Flight,male,27
negative,Customer Service Issue,female,22
negative,Cancelled Flight,male,4
negative,Flight Booking Problems,female,3
neutral,Well service is ok,female,1
negative,Customer Service Issue,male,10
negative,Customer Service Issue,female,7
negative,Can't Tell,female,11
negative,Can't Tell,male,9
negative,Customer Service Issue,female,24
negative,Flight Booking Problems,female,12
negative,Cancelled Flight,male,20
negative,Customer Service Issue,female,29
negative,Cancelled Flight,female,5
positive,Well service is ok,female,16
negative,Bad Flight,female,2
negative,Bad Flight,female,1
negative,Bad Flight,female,15
neutral,Well service is ok,male,23
negative,Late Flight,male,9
negative,Customer Service Issue,female,18
negative,Cancelled Flight,female,20
positive,Well service is ok,male,12
negative,Lost Luggage,female,19
negative,Late Flight,female,8
positive,Well service is ok,male,28
negative,longlines,male,1
neutral,Well service is ok,male,2
positive,Well service is ok,male,26
negative,Can't Tell,female,18
positive,Well service is ok,female,23
neutral,Well service is ok,female,11
negative,Customer Service Issue,female,23
negative,Customer Service Issue,male,18
neutral,Well service is ok,male,4
negative,longlines,female,13
negative,Customer Service Issue,male,15
neutral,Well service is ok,female,8
negative,Customer Service Issue,female,23
positive,Well service is ok,male,14
negative,Customer Service Issue,female,14
neutral,Well service is ok,male,1
negative,Late Flight,female,6
neutral,Well service is ok,male,11
negative,Flight Attendant Complaints,female,14
neutral,Well service is ok,male,22
negative,Bad Flight,female,24
neutral,Well service is ok,female,6
negative,Cancelled Flight,female,19
negative,Can't Tell,male,13
neutral,Well service is ok,male,17
neutral,Well service is ok,female,8
negative,Customer Service Issue,female,10
negative,Late Flight,male,12
negative,Customer Service Issue,male,27
negative,Customer Service Issue,female,13
positive,Well service is ok,female,28
negative,Late Flight,male,25
negative,Can't Tell,female,5
negative,Cancelled Flight,male,27
negative,Lost Luggage,female,5
negative,Late Flight,female,4
negative,Customer Service Issue,male,24
positive,Well service is ok,female,2
negative,Late Flight,female,6
neutral,Well service is ok,female,6
negative,Customer Service Issue,male,24
negative,Customer Service Issue,female,11
negative,Can't Tell,male,23
negative,Late Flight,male,1
negative,Customer Service Issue,male,24
negative,Customer Service Issue,female,14
negative,Customer Service Issue,male,27
neutral,Well service is ok,male,27
negative,Late Flight,male,27
negative,Late Flight,female,4
negative,Late Flight,female,26
negative,Flight Booking Problems,male,17
negative,Late Flight,female,7
neutral,Well service is ok,male,28
negative,longlines,female,1
negative,Late Flight,female,19
negative,Customer Service Issue,male,3
negative,Customer Service Issue,female,25
negative,Can't Tell,female,24
positive,Well service is ok,male,14
positive,Well service is ok,female,13
negative,Late Flight,male,23
negative,Customer Service Issue,male,19
negative,Customer Service Issue,female,20
negative,Cancelled Flight,male,26
negative,Customer Service Issue,female,23
negative,Customer Service Issue,female,4
negative,Lost Luggage,male,28
negative,Customer Service Issue,female,17
negative,Cancelled Flight,female,19
negative,Customer Service Issue,female,14
negative,Late Flight,male,12
